rank,game_id,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,model,start_time,start_time_pt,timestamp,date
6,261546,Warriors vs Nuggets,Nuggets +1.5,-108,2,84,SHARP UNDERDOG MONEY: Nuggets money SURGED from 47% to 51% while line MOVED from -2.0 to -1.5 toward Nuggets. Getting better number with increasing sharp support. My underdog MLs went 2-0 (+7.41u).,115-116,0,0,1,0,0,0,-125,106,,233.5,-106,-111,-1.5,-112,1.5,-108,claude,2025-10-24T02:00:00.000Z,2025-10-23 19:00:00-07:00,2025-10-23 18:30:00+00:00,2025-10-23
7,261657,Pelicans vs Spurs,Spurs ML,-165,2,82,SHARP AWAY FAVORITE: Spurs money at 99% (!!!) on ML. Line moved from Pelicans +3.5 to Spurs -3.5 (6-point swing!). This is extreme sharp consensus on road favorite. My Spurs ML hit at +125 before.,111-117,0,0,0,1,0,0,140,-165,,231.0,-112,-110,3.5,-110,-3.5,-110,claude,2025-10-25T00:00:00.000Z,2025-10-24 17:00:00-07:00,2025-10-23 18:30:00+00:00,2025-10-24
8,261547,Knicks vs Celtics,Over 228.5,-110,2,78,AVOID BIG ROAD SPREAD: Celtics big spreads went 0-3 (-9u) in my history. Celtics -6.5 on road is trap. Over money at 92% (was 91%). Taking the total instead of the spread - my pivot strategy that worked.,118-116,0,0,0,0,1,0,-245,200,,228.5,-110,-110,-6.5,-110,6.5,-110,claude,2025-10-24T23:30:00.000Z,2025-10-24 16:30:00-07:00,2025-10-23 18:30:00+00:00,2025-10-24
9,261652,Magic vs Hawks,Magic -5.5,-110,2,74,"CAUTIOUS HOME FAVORITE: Magic big spreads failed at -8.5 before, but this is -5.5 (smaller). Magic money at 68% (up from 64%). Spread money at 47% with 46% tickets - balanced. More reasonable number than -8.5 disasters.",116-111,1,0,0,0,0,0,-230,190,,230.0,-112,-109,-5.5,-110,5.5,-110,claude,2025-10-24T23:00:00.000Z,2025-10-24 16:00:00-07:00,2025-10-23 18:30:00+00:00,2025-10-24
10,261653,Raptors vs Bucks,Bucks ML,110,2,70,"BUCKS ROAD VALUE: My Bucks spreads went 4-0, but this is ROAD game. Bucks money at 76% despite being UNDERDOGS. Line flipped from Raptors -120 to Bucks -130 ML. Getting plus-money on Bucks is value.",113-115,0,0,0,1,0,0,-130,110,,229.5,-115,-112,-2.0,-109,2.0,-111,claude,2025-10-24T22:30:00.000Z,2025-10-24 15:30:00-07:00,2025-10-23 18:30:00+00:00,2025-10-24
1,261656,Rockets vs Pistons,Rockets -6.5,-107,3,98,"PROVEN DOMINANT HOME PATTERN: Rockets money at 98% ML (highest in slate), 81% spread. Line moved from -6.5 to -6.1 back to -6.5. This mirrors my Bucks pattern (4-0, +10.89u). Pistons went 0-4 in my picks. Perfect storm.",122-110,1,0,0,0,0,0,-258,205,,227.5,-110,-110,-6.5,-107,6.5,-112,claude,2025-10-25T00:00:00.000Z,2025-10-24 17:00:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
2,261658,Mavericks vs Wizards,Mavericks -9.5,-115,3,96,"BUCKS REPLICA: Mavs at -500 ML, spread at -9.5 (was -10.0 to -10.75). Money at 97% ML. This is the exact Bucks dominant home pattern. Wizards getting destroyed everywhere. Line came back to better number.",125-109,1,0,0,0,0,0,-500,385,,228.5,-110,-110,-9.5,-115,9.5,-105,claude,2025-10-25T00:30:00.000Z,2025-10-24 17:30:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
3,261655,Grizzlies vs Heat,Grizzlies -2.5,-110,3,94,PROVEN HOME WINNER: My Grizzlies home went 3-1 (+4.27u). Line MOVED from -2.5 to -3.5 back to -2.5 (getting best number!). Grizzlies money at 89% ML. Sharp buy-back at better price - exact pattern that worked.,118-112,1,0,0,0,0,0,-148,124,,231.5,-107,-110,-2.5,-110,2.5,-110,claude,2025-10-25T00:00:00.000Z,2025-10-24 17:00:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
4,261657,Pelicans vs Spurs,Spurs ML,-185,3,92,EXTREME SHARP CONSENSUS: Spurs money at 97% ML! Line flipped from Pelicans +4.5 to Spurs -4.5 (9-point swing!). My Spurs ML won at +125 before. This is even stronger conviction from sharps.,110-119,0,0,0,1,0,0,160,-185,,233.5,-108,-112,4.5,-110,-4.5,-110,claude,2025-10-25T00:00:00.000Z,2025-10-24 17:00:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
5,261659,Trail Blazers vs Warriors,Warriors -2.5,-107,3,90,"SHARP ROAD FAVORITE: Warriors money at 90% ML, line moved from -1.5 to -1.7 to -2.5 toward Warriors. Spread money at 78% with only 17% tickets on Warriors spread - massive sharp vs public. Quality road team.",109-118,0,0,1,0,0,0,114,-134,,227.5,-111,-109,2.5,-112,-2.5,-107,claude,2025-10-25T02:00:00.000Z,2025-10-24 19:00:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
6,261547,Knicks vs Celtics,Knicks +3.5,-114,2,86,FADE CELTICS TRAP: Celtics big spreads went 0-3 (-9u). Line MOVED from -3.5 to -5.0 back to -3.5. Getting the dog at the best number. Knicks spread money at 22% with 35% tickets shows sharp resistance on inflated Celtics line.,113-115,0,0,1,0,0,0,-162,136,,230.5,-115,-112,-3.5,-107,3.5,-114,claude,2025-10-24T23:30:00.000Z,2025-10-24 16:30:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
7,261652,Magic vs Hawks,Over 236.0,-111,2,82,PIVOT FROM SPREAD: Magic -8.5 went 0-2 (-6u). Magic spreads at -4.5 to -6.5 are inconsistent. Over money at 96%! My totals pivots went 3-0. Both teams score - take the total instead of questionable spread.,119-121,0,0,0,0,1,0,-225,185,,236.0,-111,-113,-6.5,-105,6.5,-115,claude,2025-10-24T23:00:00.000Z,2025-10-24 16:00:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
8,261653,Raptors vs Bucks,Bucks ML,102,2,78,BUCKS VALUE: My Bucks went 4-0 but all HOME. This is ROAD game. Bucks money at 69% despite line moving from Bucks -120 to Raptors -120. Getting PLUS MONEY on proven team. Worth the risk.,112-114,0,0,0,1,0,0,-120,102,,235.0,-110,-109,-1.5,-110,1.5,-110,claude,2025-10-24T22:30:00.000Z,2025-10-24 15:30:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
9,261548,Lakers vs Timberwolves,Lakers +1.5,-114,2,74,"FADE TIMBERWOLVES ROAD: Timberwolves went 0-6 (-18u) in my picks, all as road favorites. Now only -125 ML. Lakers money at 43% but spread money at 34% with 32% tickets. Line moved from +2.5 to +1.5 - getting better number.",115-114,0,0,1,0,0,0,105,-125,,225.5,-113,-109,1.5,-107,-1.5,-114,claude,2025-10-25T02:00:00.000Z,2025-10-24 19:00:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
10,261654,Nets vs Cavaliers,Nets +11.5,-110,1,68,FADE CAVALIERS: Cavs went 0-4 (-11u) - worst trap team. Now -675 ML favorite. Nets spread money at 45% with 44% tickets. I don't trust Cavaliers in any role. Taking massive dog.,110-118,0,0,1,0,0,0,490,-675,,230.5,-109,-110,11.5,-110,-11.5,-110,claude,2025-10-24T23:30:00.000Z,2025-10-24 16:30:00-07:00,2025-10-24 20:00:00+00:00,2025-10-24
1,261670,Heat vs Knicks,Knicks ML,-144,3,94,"SHARP ROAD FAVORITE - LESSONS LEARNED: Knicks money at 89% ML (highest in slate). This is the OPPOSITE of my failed pattern - taking quality AWAY team with sharp consensus. My road dogs/favorites that won: Spurs ML 2x, Bucks ML 2x. Fade home favorites.",112-116,0,0,0,1,0,0,125,-144,,228.5,-111,-109,2.5,-105,-2.5,-115,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
2,261675,Kings vs Lakers,Lakers ML,-148,3,92,"SHARP ROAD FAVORITE + FADE KINGS HOME: Lakers money at 78% ML. Kings HOME favorites have been my DISASTER (Kings, Rockets, Grizzlies all lost as home favs). Taking sharp road team against pattern that burned me.",114-118,0,0,0,1,0,0,124,-148,,226.5,-115,-110,3.5,-115,-3.5,-105,claude,2025-10-27T01:00:00.000Z,2025-10-26 18:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
3,261668,Pistons vs Celtics,Celtics ML,134,3,90,FADE PISTONS HOME + SHARP ROAD DOG: Celtics money at 41% but as UNDERDOGS getting +134. Pistons HOME favorite pattern destroyed me (0-5 on Pistons picks). Taking quality road team getting plus money against bad home team.,108-112,0,0,0,1,0,0,-158,134,,225.5,-111,-109,-3.5,-108,3.5,-112,claude,2025-10-26T19:30:00.000Z,2025-10-26 12:30:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
4,261671,Cavaliers vs Bucks,Bucks +6.5,-110,3,88,"BUCKS AS UNDERDOG WORKED: Bucks ML won 2x on 10/24 as underdogs (+110, +102). Now getting +6.5 points. Cavaliers went 0-4 (-11u) in my earlier picks - complete trap team. Bucks spread money at 74%.",115-117,0,0,1,0,0,0,-250,205,,234.5,-109,-110,-6.5,-110,6.5,-110,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
5,261673,Mavericks vs Raptors,Raptors ML,-105,2,84,CONTRARIAN ROAD DOG: Raptors money at only 28% but getting -105 odds despite being AWAY. Line movement shows Raptors favored. Mavs HOME favorites burned me (-9.5/-11.5 disasters). Fade Mavs home pattern.,113-115,0,0,0,1,0,0,-115,-105,,231.5,-110,-114,-1.5,102,1.5,-120,claude,2025-10-26T23:30:00.000Z,2025-10-26 16:30:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
6,261674,Clippers vs Trail Blazers,Blazers +8.5,-115,2,80,FADE CLIPPERS BIG SPREAD: Clippers big spreads went 0-3 (-7u) in my history. Now -8.5 at home. Clippers at -340 ML but spread money only 57%. Taking the dog with points against proven failure pattern.,108-114,0,0,1,0,0,0,-340,270,,224.5,-115,-106,-8.5,-105,8.5,-115,claude,2025-10-27T01:00:00.000Z,2025-10-26 18:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
7,261669,Wizards vs Hornets,Over 238.5,-110,2,76,"PIVOT TO TOTALS: My spread picks are 1-14 over last 2 days. Totals were 3-0 early, then 0-2. Over money at 89%. Both bad defensive teams. Avoiding spread entirely.",124-119,0,0,0,0,1,0,-130,110,,238.5,-110,-110,-2.5,-106,2.5,-114,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
8,261672,Timberwolves vs Pacers,Pacers +12.5,-111,2,72,"FADE TIMBERWOLVES SPREAD: Wolves went 0-6 (-18u) in my picks, now 0-7 after Lakers loss. Wolves at -600 ML but spread money only 53%. Taking massive dog against team that never covers.",112-120,0,0,1,0,0,0,-600,440,,227.5,-113,-109,-12.5,-109,12.5,-111,claude,2025-10-26T23:00:00.000Z,2025-10-26 16:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
9,261667,Spurs vs Nets,Nets +11.5,-112,1,68,CONTRARIAN LARGE DOG: Spurs won 2x for me as underdogs but now -600 favorites. Nets spread money at 40% with 31% tickets shows some sharp support. Large spread situation - taking the points.,108-116,0,0,1,0,0,0,-600,450,,227.5,-111,-109,-11.5,-107,11.5,-112,claude,2025-10-26T18:00:00.000Z,2025-10-26 11:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-26
10,261549,Pistons vs Cavaliers,Cavaliers ML,-122,1,64,"BOTH TEAMS TERRIBLE: Cavaliers 0-4 (-11u), Pistons 0-5 (-12u) in my picks. Both complete disasters. Taking Cavaliers because at least they won their games (vs Nets 131-124). Lower confidence - this is a stay-away but forced to pick.",115-112,0,0,0,1,0,0,102,-122,,228.5,-110,-110,1.5,-110,-1.5,-110,claude,2025-10-27T23:00:00.000Z,2025-10-27 16:00:00-07:00,2025-10-26 17:00:00+00:00,2025-10-27
1,261675,Kings vs Lakers,Lakers ML,118,3,96,MASSIVE LINE FLIP - SHARP REVERSAL: Lakers ML moved from -148 to +118 (266-point swing!). Lakers money DROPPED from 79% to 70% but line flipped completely. This is extreme sharp action forcing bookmakers to flip the favorite. Kings home favorites destroyed me (0-3). Taking road team on dramatic reversal.,113-117,0,0,0,1,0,0,-138,118,,223.5,-112,-115,-2.5,-110,2.5,-110,claude,2025-10-27T01:00:00.000Z,2025-10-26 18:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
2,261670,Heat vs Knicks,Knicks ML,-148,3,94,"SHARP ROAD FAVORITE - ONLY THING THAT WORKED: Knicks money at 88% ML. My road favorites that WON: Spurs ML (2x), Bucks ML (2x as dogs). Road teams went 4-2 while home favorites went 1-14. Complete strategy flip.",111-116,0,0,0,1,0,0,125,-148,,229.5,-110,-110,2.5,-106,-2.5,-113,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
3,261671,Cavaliers vs Bucks,Bucks +6.5,-105,3,92,BUCKS AS UNDERDOG IS MY ONLY SUCCESS: Bucks won 2x as underdogs on 10/24 (+4.24u). Now getting +6.5 with 54% money. Cavaliers went 0-4 (-11u) - trap team. Bucks spread money increasing 56% to 57% to 54% (money coming in late).,114-118,0,0,1,0,0,0,-255,210,,234.5,-105,-112,-6.5,-115,6.5,-105,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
4,261673,Mavericks vs Raptors,Raptors ML,-115,3,88,"FADE MAVERICKS HOME + SHARP ROAD DOG: Raptors money SURGED from 30% to 41% while becoming FAVORITES (-115). Mavs home favorites destroyed me (0-2, -6u at -9.5/-11.5). Line moved from Mavs -1.5 to pick'em. Sharp money flipping this game.",112-114,0,0,0,1,0,0,-105,-115,,231.5,-110,-110,1.5,-115,-1.5,-105,claude,2025-10-26T23:30:00.000Z,2025-10-26 16:30:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
5,261674,Clippers vs Trail Blazers,Blazers +8,-109,2,82,FADE CLIPPERS BIG SPREAD: Clippers big spreads went 0-3 (-7u). Now -8 at home (was -8.5 to -8.17 to -8). Clippers at -340 ML but spread money only 58%. My large home favorite spreads went 1-14 total. Taking the dog.,109-115,0,0,1,0,0,0,-340,265,,224.5,-113,-108,-8.0,-111,8.0,-109,claude,2025-10-27T01:00:00.000Z,2025-10-26 18:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
6,261672,Timberwolves vs Pacers,Pacers +12.5,-110,2,78,FADE TIMBERWOLVES: Wolves are now 0-7 (-21u) in my picks. Never cover spreads. At -600 ML but spread money only 45% with 37% tickets. Massive dog situation - taking the points against team that NEVER covers for me.,113-122,0,0,1,0,0,0,-600,470,,227.5,-110,-110,-12.5,-110,12.5,-110,claude,2025-10-26T23:00:00.000Z,2025-10-26 16:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
7,261669,Wizards vs Hornets,Hornets ML,105,2,74,CONTRARIAN ROAD DOG VALUE: Hornets money at 52% despite being AWAY. Line moved from Wizards -1.5 to -1.83 to -1.5. Getting plus-money on road team in pick'em game. Wizards money dropping 55% to 53% to 52%.,117-118,0,0,0,1,0,0,-125,105,,239.0,-109,-110,-1.5,-110,1.5,-110,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
8,261549,Pistons vs Cavaliers,Under 228.5,-110,1,68,"BOTH TEAMS TERRIBLE - PIVOT TO TOTAL: Cavaliers 0-4 (-11u), Pistons 0-5 (-12u) in my picks. Both disasters. Under money at 16% but staying away from sides entirely. My spread picks are 1-16 over last 3 days. Take the under in bad game.",110-112,0,0,0,0,0,1,102,-122,,228.5,-110,-110,1.5,-110,-1.5,-110,claude,2025-10-27T23:00:00.000Z,2025-10-27 16:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-27
9,261550,Timberwolves vs Nuggets,Nuggets ML,-115,1,64,FADE TIMBERWOLVES + NUGGETS VALUE: Wolves 0-7 (-21u). Nuggets money at 55% as FAVORITES. Line stable at Wolves -1.5. Nuggets getting value at -115 ML. Low confidence but fading Wolves is mandatory.,114-116,0,0,0,1,0,0,-105,-115,,230.5,-110,-110,1.5,-115,-1.5,-105,claude,2025-10-28T01:30:00.000Z,2025-10-27 18:30:00-07:00,2025-10-27 16:00:00+00:00,2025-10-27
10,261669,Wizards vs Hornets,Over 239.0,-109,1,60,SECONDARY TOTAL PLAY: Over money at 85%. Both teams bad defensively. Total moved UP from 238.5 to 238.67 to 239.0 with sharp money. Low confidence hedge on game I have Hornets ML.,124-119,0,0,0,0,1,0,-125,105,,239.0,-109,-110,-1.5,-110,1.5,-110,claude,2025-10-26T22:00:00.000Z,2025-10-26 15:00:00-07:00,2025-10-27 16:00:00+00:00,2025-10-26
1,261550,Timberwolves vs Nuggets,Nuggets ML,-250,3,98,MASSIVE LINE FLIP + FADE TIMBERWOLVES: Nuggets ML moved from -115 to -195 to -250 (135-point swing!). Nuggets money EXPLODED from 51% to 72% to 90%. Timberwolves are 0-8 (-23u) in my picks - NEVER backing them again. Line moving HARD toward Nuggets.,108-119,0,0,0,1,0,0,200,-250,,229.5,-112,-109,6.5,-110,-6.5,-110,claude,2025-10-28T01:30:00.000Z,2025-10-27 18:30:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
2,261679,Pelicans vs Celtics,Celtics ML,105,3,96,MASSIVE LINE FLIP - SHARP REVERSAL: Celtics ML moved from -125 to -10 to +105 (230-point swing to UNDERDOG!). Celtics money at 77% but now getting PLUS MONEY. This is the Lakers pattern that won (+118). Sharp money forcing flip.,112-116,0,0,0,1,0,0,-125,105,,233.5,-110,-109,-1.5,-110,1.5,-110,claude,2025-10-28T00:00:00.000Z,2025-10-27 17:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
3,261681,Mavericks vs Thunder,Mavericks +8.5,-115,3,94,UNDERDOG SPREAD - MY BEST PATTERN: Underdogs with points went 6-0 (+10.97u) on 10/26. Mavericks getting +8.5 at home with 61% spread money despite being dogs. Thunder are road favorites (my road favorites failed with Knicks 0-2). This is the Bucks/Blazers/Pacers underdog pattern.,116-121,1,0,0,0,0,0,270,-340,,226.5,-106,-108,8.5,-115,-8.5,-105,claude,2025-10-28T00:30:00.000Z,2025-10-27 17:30:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
4,261683,Warriors vs Grizzlies,Grizzlies +8.5,-111,3,92,UNDERDOG SPREAD PATTERN: Warriors at -320 ML (like Clippers -340 that I faded). Grizzlies spread money at 59% with 57% tickets. Warriors -8.5 is my failed large favorite pattern. Taking the dog with points.,113-119,0,0,1,0,0,0,-320,270,,239.5,-110,-110,-8.5,-109,8.5,-111,claude,2025-10-28T02:00:00.000Z,2025-10-27 19:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
5,261680,Spurs vs Raptors,Raptors +4.5,-105,2,88,SHARP UNDERDOG VALUE: Raptors money at only 8% (!) but spread money at 28% with 24% tickets. Line stable at -4.5. Getting plus money on dog. Spurs money at 92% ML but spread money only 72% - sharp resistance on spread.,111-114,0,0,1,0,0,0,-205,170,,232.5,-110,-108,-4.5,-115,4.5,-105,claude,2025-10-28T00:00:00.000Z,2025-10-27 17:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
6,261682,Jazz vs Suns,Suns ML,-102,2,84,LINE FLIP TO PICK'EM: Suns ML moved from +102 to 0 to -102 (204-point swing). Suns money SURGED from 31% to 36% to 40%. Line flipping to Suns favorite. Jazz money dropping from 69% to 65% to 60%. Sharp action on Suns.,113-115,0,0,0,1,0,0,-118,-102,,231.5,-110,-110,-1.5,-105,1.5,-115,claude,2025-10-28T01:00:00.000Z,2025-10-27 18:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
7,261676,76ers vs Magic,Magic ML,-220,2,80,SHARP ROAD FAVORITE: Magic money at 59% as road favorites. Line moved from Magic -240 to -230 to -220 (improving for Magic). Magic spread moved from -6.5 to -6.0 to -5.5. Getting better number on quality road team.,108-113,0,0,0,1,0,0,184,-220,,227.5,-110,-110,5.5,-112,-5.5,-108,claude,2025-10-27T23:00:00.000Z,2025-10-27 16:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
8,261678,Rockets vs Nets,Nets +15.5,-105,2,76,"MASSIVE UNDERDOG: Nets getting 15.5 points. Rockets at -1350 ML (absurd). Spread money at 61% on Nets with 63% tickets. My large underdogs went 5-0 (Pacers +12.5 2x, Blazers +8/8.5 2x, Nets +11.5). Take the points.",105-117,0,0,1,0,0,0,-1350,800,,225.5,-110,-110,-15.5,-115,15.5,-105,claude,2025-10-28T00:00:00.000Z,2025-10-27 17:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
9,261677,Bulls vs Hawks,Hawks ML,-140,2,72,SHARP ROAD FAVORITE: Hawks money at 43% but as FAVORITES at -140. Line stable. Hawks spread money at 30% with only 28% tickets shows sharp resistance. Taking quality road team in pick'em game.,117-120,0,0,0,1,0,0,120,-140,,243.0,-114,-107,2.5,-115,-2.5,-105,claude,2025-10-28T00:00:00.000Z,2025-10-27 17:00:00-07:00,2025-10-28 16:00:00+00:00,2025-10-27
1,261688,Thunder vs Kings,Kings +10.5,-112,3,96,UNDERDOG SPREAD - MY DOMINANT PATTERN: Underdogs with points went 7-0 on Oct 26. Kings getting 10.5 with 44% spread money vs 39% tickets. Thunder at -485 ML but spread holding at -10.5. Taking the massive dog with points.,109-117,0,0,1,0,0,0,-485,375,,227.5,-110,-109,-10.5,-107,10.5,-112,claude,2025-10-29T00:00:00.000Z,2025-10-28 17:00:00-07:00,2025-10-29 18:00:00+00:00,2025-10-28
2,261687,Bucks vs Knicks,Knicks ML,-120,3,94,SHARP ROAD FAVORITE + LINE MOVEMENT: Knicks ML at -120 (last). Knicks money at 64%. Bucks home money at only 36%. Line at Knicks -1.5 spread. Taking sharp road favorite.,112-115,0,0,0,1,0,0,102,-120,,229.5,-105,-114,1.5,-110,-1.5,-110,claude,2025-10-29T00:00:00.000Z,2025-10-28 17:00:00-07:00,2025-10-29 18:00:00+00:00,2025-10-28
3,261685,Wizards vs 76ers,76ers ML,-180,3,92,SHARP ROAD FAVORITE: 76ers money at 86% (last). 76ers at -180 ML (last). Spread money at 78% with 84% tickets. Massive sharp backing on road favorite.,110-118,0,0,0,1,0,0,152,-180,,238.5,-110,-110,4.5,-115,-4.5,-105,claude,2025-10-28T23:00:00.000Z,2025-10-28 16:00:00-07:00,2025-10-29 18:00:00+00:00,2025-10-28
4,261686,Heat vs Hornets,Hornets +6.5,-115,3,90,UNDERDOG SPREAD + HORNETS WON: Hornets ML won at +105 on Oct 26. Now getting +6.5 at -115 odds. Hornets spread money at 56% with 50% tickets.,116-120,0,0,1,0,0,0,-225,185,,241.5,-110,-110,-6.5,-105,6.5,-115,claude,2025-10-28T23:30:00.000Z,2025-10-28 16:30:00-07:00,2025-10-29 18:00:00+00:00,2025-10-28
5,261689,Warriors vs Clippers,Warriors +2.5,-115,3,88,UNDERDOG SPREAD PATTERN: Warriors getting +2.5 at -115 odds (home underdog). Clippers are -124 ML favorites on the road. Warriors spread money at 51% with 52% tickets. Taking home dog with points.,113-115,1,0,0,0,0,0,108,-124,,225.5,-110,-110,2.5,-115,-2.5,-105,claude,2025-10-29T03:00:00.000Z,2025-10-28 20:00:00-07:00,2025-10-29 18:00:00+00:00,2025-10-28
